ShipmentID,TransactionID,Carrier,ShipDate,DeliveryDate
"SHP-388","TRN-9965","SweetHaul Logistics","2022-12-17","2022-12-21"
"SHP-389","TRN-9968","ChocoExpress","2024-07-08","2024-07-12"
"SHP-390","TRN-9969","ChocoExpress","2022-01-12","2022-01-14"
"SHP-391","TRN-9974","UPS","2024-10-13","2024-10-15"
"SHP-392","TRN-9976","SweetHaul Logistics","2025-03-10","2025-03-16"
"SHP-393","TRN-9978","FedEx","2022-01-20","2022-01-22"
"SHP-394","TRN-9979","SweetHaul Logistics","2024-10-18","2024-10-23"
"SHP-395","TRN-9980","SweetHaul Logistics","2025-05-03","2025-05-05"
"SHP-396","TRN-9984","ChocoExpress","2024-09-23","2024-09-27"
"SHP-397","TRN-9987","FedEx","2024-12-01","2024-12-06"
"SHP-398","TRN-9991","UPS","2025-10-27","2025-11-02"
"SHP-399","TRN-9994","UPS","2023-03-22","2023-03-25"
"SHP-400","TRN-9998","SweetHaul Logistics","2025-05-12","2025-05-15"
"SHP-401","TRN-10000","FedEx","2025-03-09","2025-03-12"
"SHP-402","TRN-10005","FedEx","2024-12-29","2025-01-02"
"SHP-403","TRN-10006","ChocoExpress","2023-12-14","2023-12-19"
"SHP-404","TRN-10008","FedEx","2022-08-20","2022-08-24"
"SHP-405","TRN-10011","FedEx","2025-04-14","2025-04-19"
"SHP-406","TRN-10013","SweetHaul Logistics","2024-08-18","2024-08-20"
"SHP-407","TRN-10014","SweetHaul Logistics","2023-08-14","2023-08-18"
"SHP-408","TRN-10017","FedEx","2024-04-30","2024-05-06"
"SHP-409","TRN-10019","SweetHaul Logistics","2025-01-07","2025-01-12"
"SHP-410","TRN-10020","FedEx","2025-02-23","2025-02-25"
"SHP-411","TRN-10021","SweetHaul Logistics","2024-09-27","2024-10-03"
"SHP-412","TRN-10023","SweetHaul Logistics","2025-02-28","2025-03-03"
"SHP-413","TRN-10025","UPS","2024-08-20","2024-08-26"
"SHP-414","TRN-10027","UPS","2024-10-25","2024-10-29"
"SHP-415","TRN-10029","FedEx","2025-04-08","2025-04-14"
"SHP-416","TRN-10032","UPS","2024-06-15","2024-06-20"
"SHP-417","TRN-10035","UPS","2025-10-04","2025-10-10"
"SHP-418","TRN-10036","SweetHaul Logistics","2025-05-28","2025-06-02"
"SHP-419","TRN-10037","SweetHaul Logistics","2025-02-15","2025-02-17"
"SHP-420","TRN-10044","UPS","2025-07-01","2025-07-05"
"SHP-421","TRN-10045","ChocoExpress","2023-12-19","2023-12-25"
"SHP-422","TRN-10046","ChocoExpress","2023-04-24","2023-04-27"
"SHP-423","TRN-10047","UPS","2022-09-19","2022-09-22"
"SHP-424","TRN-10048","SweetHaul Logistics","2022-09-26","2022-10-02"
"SHP-425","TRN-10049","ChocoExpress","2024-12-27","2025-01-01"
"SHP-426","TRN-10051","ChocoExpress","2025-05-14","2025-05-16"
"SHP-427","TRN-10053","SweetHaul Logistics","2022-02-16","2022-02-21"
"SHP-428","TRN-10058","FedEx","2022-11-12","2022-11-16"
"SHP-429","TRN-10061","SweetHaul Logistics","2025-08-03","2025-08-06"
"SHP-430","TRN-10071","FedEx","2023-06-04","2023-06-08"
"SHP-431","TRN-10073","ChocoExpress","2022-10-28","2022-11-03"
"SHP-432","TRN-10074","SweetHaul Logistics","2024-11-07","2024-11-09"
"SHP-433","TRN-10076","UPS","2024-09-06","2024-09-12"
"SHP-434","TRN-10078","SweetHaul Logistics","2023-01-13","2023-01-16"
"SHP-435","TRN-10079","SweetHaul Logistics","2023-02-04","2023-02-08"
"SHP-436","TRN-10080","SweetHaul Logistics","2025-03-11","2025-03-14"
"SHP-437","TRN-10086","UPS","2023-01-13","2023-01-15"
"SHP-438","TRN-10089","ChocoExpress","2023-05-05","2023-05-10"
"SHP-439","TRN-10090","UPS","2025-01-02","2025-01-05"
"SHP-440","TRN-10093","UPS","2022-11-27","2022-11-29"
"SHP-441","TRN-10094","ChocoExpress","2023-06-15","2023-06-18"
"SHP-442","TRN-10096","UPS","2023-03-02","2023-03-06"
"SHP-443","TRN-10098","FedEx","2024-11-29","2024-12-05"
"SHP-444","TRN-10103","FedEx","2022-03-05","2022-03-07"
"SHP-445","TRN-10104","ChocoExpress","2025-09-19","2025-09-21"
"SHP-446","TRN-10110","UPS","2022-05-06","2022-05-10"
"SHP-447","TRN-10112","UPS","2024-07-03","2024-07-09"
"SHP-448","TRN-10119","SweetHaul Logistics","2025-02-16","2025-02-22"
"SHP-449","TRN-10124","FedEx","2022-06-11","2022-06-16"
"SHP-450","TRN-10127","FedEx","2024-07-02","2024-07-05"
"SHP-451","TRN-10130","UPS","2023-06-02","2023-06-08"
"SHP-452","TRN-10131","SweetHaul Logistics","2022-01-15","2022-01-20"
"SHP-453","TRN-10133","FedEx","2024-07-19","2024-07-21"
"SHP-454","TRN-10135","FedEx","2023-05-08","2023-05-14"
"SHP-455","TRN-10136","UPS","2024-11-04","2024-11-09"
"SHP-456","TRN-10138","UPS","2022-07-28","2022-07-30"
"SHP-457","TRN-10142","FedEx","2022-03-17","2022-03-20"
"SHP-458","TRN-10143","ChocoExpress","2022-03-21","2022-03-23"
"SHP-459","TRN-10154","UPS","2023-10-24","2023-10-27"
"SHP-460","TRN-10157","ChocoExpress","2024-04-17","2024-04-20"
"SHP-461","TRN-10158","ChocoExpress","2024-01-24","2024-01-28"
"SHP-462","TRN-10159","ChocoExpress","2024-12-12","2024-12-15"
"SHP-463","TRN-10160","SweetHaul Logistics","2022-06-28","2022-07-02"
"SHP-464","TRN-10161","SweetHaul Logistics","2022-02-18","2022-02-23"
"SHP-465","TRN-10162","UPS","2022-12-16","2022-12-22"
"SHP-466","TRN-10163","SweetHaul Logistics","2022-06-05","2022-06-10"
"SHP-467","TRN-10168","ChocoExpress","2025-09-07","2025-09-10"
"SHP-468","TRN-10170","FedEx","2024-03-14","2024-03-19"
"SHP-469","TRN-10171","FedEx","2023-10-16","2023-10-20"
"SHP-470","TRN-10172","UPS","2023-02-10","2023-02-14"
"SHP-471","TRN-10174","FedEx","2022-11-20","2022-11-24"
"SHP-472","TRN-10177","FedEx","2024-09-28","2024-10-03"
"SHP-473","TRN-10179","FedEx","2022-07-12","2022-07-15"
"SHP-474","TRN-10182","SweetHaul Logistics","2023-12-08","2023-12-10"
"SHP-475","TRN-10190","UPS","2023-01-07","2023-01-11"
"SHP-476","TRN-10191","UPS","2025-04-06","2025-04-09"
"SHP-477","TRN-10192","SweetHaul Logistics","2022-04-28","2022-04-30"
"SHP-478","TRN-10195","ChocoExpress","2023-11-26","2023-12-01"
"SHP-479","TRN-10199","SweetHaul Logistics","2024-11-26","2024-11-30"
"SHP-480","TRN-10201","UPS","2023-03-31","2023-04-02"
"SHP-481","TRN-10206","ChocoExpress","2023-09-03","2023-09-06"
"SHP-482","TRN-10209","ChocoExpress","2023-05-20","2023-05-24"
"SHP-483","TRN-10214","SweetHaul Logistics","2024-11-07","2024-11-10"
"SHP-484","TRN-10216","SweetHaul Logistics","2023-06-05","2023-06-08"
"SHP-485","TRN-10219","ChocoExpress","2025-04-13","2025-04-16"
"SHP-486","TRN-10222","UPS","2025-07-29","2025-07-31"
"SHP-487","TRN-10223","UPS","2022-04-11","2022-04-15"
"SHP-488","TRN-10224","ChocoExpress","2023-04-17","2023-04-20"
"SHP-489","TRN-10225","SweetHaul Logistics","2023-09-26","2023-09-29"
"SHP-490","TRN-10233","FedEx","2022-01-30","2022-02-01"
"SHP-491","TRN-10237","UPS","2024-05-05","2024-05-10"
"SHP-492","TRN-10238","ChocoExpress","2025-03-16","2025-03-18"
"SHP-493","TRN-10241","UPS","2023-08-08","2023-08-14"
"SHP-494","TRN-10246","ChocoExpress","2022-08-10","2022-08-14"
"SHP-495","TRN-10249","UPS","2024-08-20","2024-08-26"
"SHP-496","TRN-10253","SweetHaul Logistics","2023-09-12","2023-09-16"
"SHP-497","TRN-10256","UPS","2022-12-12","2022-12-18"
"SHP-498","TRN-10259","ChocoExpress","2024-05-02","2024-05-07"
"SHP-499","TRN-10261","ChocoExpress","2023-10-26","2023-11-01"
"SHP-500","TRN-10264","FedEx","2022-12-04","2022-12-06"
"SHP-501","TRN-10266","UPS","2022-09-10","2022-09-15"
"SHP-502","TRN-10272","UPS","2023-10-15","2023-10-17"
"SHP-503","TRN-10273","ChocoExpress","2025-08-20","2025-08-23"
"SHP-504","TRN-10275","SweetHaul Logistics","2024-05-19","2024-05-21"
"SHP-505","TRN-10279","ChocoExpress","2023-01-03","2023-01-08"
"SHP-506","TRN-10280","SweetHaul Logistics","2024-08-01","2024-08-07"
"SHP-507","TRN-10281","ChocoExpress","2025-06-05","2025-06-08"
"SHP-508","TRN-10282","SweetHaul Logistics","2025-10-02","2025-10-04"
"SHP-509","TRN-10283","FedEx","2025-04-26","2025-04-30"
"SHP-510","TRN-10288","UPS","2024-07-02","2024-07-08"
"SHP-511","TRN-10293","SweetHaul Logistics","2025-07-03","2025-07-08"
"SHP-512","TRN-10298","FedEx","2022-03-21","2022-03-25"
"SHP-513","TRN-10304","ChocoExpress","2022-04-06","2022-04-09"
"SHP-514","TRN-10316","ChocoExpress","2022-07-06","2022-07-09"
"SHP-515","TRN-10317","UPS","2023-04-13","2023-04-17"
"SHP-516","TRN-10322","SweetHaul Logistics","2023-01-02","2023-01-04"
"SHP-517","TRN-10324","SweetHaul Logistics","2024-06-13","2024-06-19"
"SHP-518","TRN-10325","SweetHaul Logistics","2024-12-18","2024-12-21"
"SHP-519","TRN-10328","ChocoExpress","2025-05-10","2025-05-16"
"SHP-520","TRN-10330","UPS","2022-08-10","2022-08-12"
"SHP-521","TRN-10337","FedEx","2023-03-02","2023-03-04"
"SHP-522","TRN-10343","UPS","2024-04-21","2024-04-23"
"SHP-523","TRN-10350","ChocoExpress","2024-12-28","2024-12-30"
"SHP-524","TRN-10352","UPS","2024-08-12","2024-08-17"
"SHP-525","TRN-10353","SweetHaul Logistics","2025-01-19","2025-01-23"
"SHP-526","TRN-10354","SweetHaul Logistics","2024-06-29","2024-07-04"
"SHP-527","TRN-10355","UPS","2023-01-21","2023-01-24"
"SHP-528","TRN-10359","FedEx","2023-01-22","2023-01-27"
"SHP-529","TRN-10362","ChocoExpress","2023-07-05","2023-07-10"
"SHP-530","TRN-10364","UPS","2022-04-14","2022-04-20"
"SHP-531","TRN-10379","ChocoExpress","2024-08-16","2024-08-21"
"SHP-532","TRN-10381","UPS","2022-07-14","2022-07-20"
"SHP-533","TRN-10383","UPS","2025-05-18","2025-05-24"
"SHP-534","TRN-10386","SweetHaul Logistics","2023-07-03","2023-07-08"
"SHP-535","TRN-10392","SweetHaul Logistics","2023-10-06","2023-10-11"
"SHP-536","TRN-10393","FedEx","2024-05-26","2024-06-01"
"SHP-537","TRN-10395","SweetHaul Logistics","2025-09-13","2025-09-15"
"SHP-538","TRN-10396","SweetHaul Logistics","2023-02-12","2023-02-17"
"SHP-539","TRN-10399","UPS","2025-03-22","2025-03-25"
"SHP-540","TRN-10401","SweetHaul Logistics","2023-04-11","2023-04-16"
"SHP-541","TRN-10403","SweetHaul Logistics","2022-06-26","2022-06-29"
"SHP-542","TRN-10404","UPS","2024-10-09","2024-10-14"
"SHP-543","TRN-10406","FedEx","2024-08-04","2024-08-07"
"SHP-544","TRN-10408","SweetHaul Logistics","2023-01-04","2023-01-08"
"SHP-545","TRN-10413","SweetHaul Logistics","2022-05-24","2022-05-30"
"SHP-546","TRN-10421","ChocoExpress","2025-01-23","2025-01-27"
"SHP-547","TRN-10422","UPS","2025-02-25","2025-02-27"
"SHP-548","TRN-10424","UPS","2023-01-28","2023-02-03"
"SHP-549","TRN-10428","SweetHaul Logistics","2022-10-09","2022-10-13"
"SHP-550","TRN-10429","UPS","2024-02-14","2024-02-16"
"SHP-551","TRN-10437","UPS","2025-10-23","2025-10-26"
"SHP-552","TRN-10438","FedEx","2022-05-29","2022-06-03"
"SHP-553","TRN-10439","FedEx","2023-02-06","2023-02-11"
"SHP-554","TRN-10443","ChocoExpress","2023-05-07","2023-05-09"
"SHP-555","TRN-10446","ChocoExpress","2022-08-09","2022-08-13"
"SHP-556","TRN-10452","FedEx","2024-04-22","2024-04-25"
"SHP-557","TRN-10455","ChocoExpress","2023-05-10","2023-05-14"
"SHP-558","TRN-10459","SweetHaul Logistics","2022-11-04","2022-11-09"
"SHP-559","TRN-10462","ChocoExpress","2025-08-03","2025-08-05"
"SHP-560","TRN-10463","UPS","2025-08-25","2025-08-30"
"SHP-561","TRN-10464","FedEx","2022-02-01","2022-02-07"
"SHP-562","TRN-10465","ChocoExpress","2025-05-27","2025-05-29"
"SHP-563","TRN-10466","FedEx","2024-01-24","2024-01-26"
"SHP-564","TRN-10469","ChocoExpress","2025-01-05","2025-01-09"
"SHP-565","TRN-10473","FedEx","2025-05-13","2025-05-19"
"SHP-566","TRN-10474","UPS","2022-07-31","2022-08-06"
"SHP-567","TRN-10475","SweetHaul Logistics","2022-02-05","2022-02-09"
"SHP-568","TRN-10477","ChocoExpress","2024-08-17","2024-08-21"
"SHP-569","TRN-10478","SweetHaul Logistics","2024-10-01","2024-10-06"
"SHP-570","TRN-10479","FedEx","2022-12-28","2022-12-31"
"SHP-571","TRN-10482","FedEx","2022-03-17","2022-03-22"
"SHP-572","TRN-10484","UPS","2024-06-15","2024-06-18"
"SHP-573","TRN-10485","SweetHaul Logistics","2023-06-27","2023-06-30"
"SHP-574","TRN-10486","ChocoExpress","2025-09-25","2025-09-30"
"SHP-575","TRN-10487","ChocoExpress","2023-09-08","2023-09-10"
"SHP-576","TRN-10490","SweetHaul Logistics","2024-06-04","2024-06-08"
"SHP-577","TRN-10493","ChocoExpress","2024-06-28","2024-07-04"
"SHP-578","TRN-10495","SweetHaul Logistics","2024-05-26","2024-05-31"
"SHP-579","TRN-10496","FedEx","2022-08-08","2022-08-13"
"SHP-580","TRN-10497","FedEx","2023-11-10","2023-11-14"
"SHP-581","TRN-10498","SweetHaul Logistics","2024-12-13","2024-12-16"
"SHP-582","TRN-10501","UPS","2022-08-12","2022-08-15"
"SHP-583","TRN-10505","ChocoExpress","2024-07-21","2024-07-23"
"SHP-584","TRN-10507","SweetHaul Logistics","2025-05-19","2025-05-24"
"SHP-585","TRN-10508","UPS","2023-01-25","2023-01-29"
"SHP-586","TRN-10509","UPS","2024-03-09","2024-03-11"
"SHP-587","TRN-10511","ChocoExpress","2023-10-13","2023-10-18"
"SHP-588","TRN-10512","SweetHaul Logistics","2025-07-05","2025-07-09"
"SHP-589","TRN-10517","FedEx","2024-07-29","2024-07-31"
"SHP-590","TRN-10518","SweetHaul Logistics","2022-10-21","2022-10-27"
"SHP-591","TRN-10521","UPS","2022-06-26","2022-07-01"
"SHP-592","TRN-10523","FedEx","2023-02-22","2023-02-25"
"SHP-593","TRN-10527","UPS","2025-06-09","2025-06-11"
"SHP-594","TRN-10528","UPS","2022-09-27","2022-10-01"
"SHP-595","TRN-10530","SweetHaul Logistics","2023-01-05","2023-01-10"
"SHP-596","TRN-10531","SweetHaul Logistics","2024-09-26","2024-10-01"
"SHP-597","TRN-10535","ChocoExpress","2022-06-29","2022-07-03"
"SHP-598","TRN-10537","FedEx","2024-05-04","2024-05-08"
"SHP-599","TRN-10543","ChocoExpress","2025-01-24","2025-01-27"
"SHP-600","TRN-10544","ChocoExpress","2022-07-31","2022-08-04"
"SHP-601","TRN-10546","SweetHaul Logistics","2022-12-22","2022-12-26"
"SHP-602","TRN-10547","SweetHaul Logistics","2023-01-10","2023-01-16"
"SHP-603","TRN-10553","SweetHaul Logistics","2024-06-04","2024-06-06"
"SHP-604","TRN-10555","FedEx","2025-03-05","2025-03-07"
"SHP-605","TRN-10560","ChocoExpress","2023-08-15","2023-08-21"
"SHP-606","TRN-10561","FedEx","2024-01-09","2024-01-15"
"SHP-607","TRN-10568","FedEx","2024-07-29","2024-08-03"
"SHP-608","TRN-10573","FedEx","2024-11-19","2024-11-21"
"SHP-609","TRN-10576","FedEx","2024-09-23","2024-09-27"
"SHP-610","TRN-10577","ChocoExpress","2025-01-29","2025-02-01"
"SHP-611","TRN-10578","SweetHaul Logistics","2024-11-17","2024-11-22"
"SHP-612","TRN-10580","UPS","2022-06-15","2022-06-17"
"SHP-613","TRN-10581","FedEx","2022-09-06","2022-09-11"
"SHP-614","TRN-10584","UPS","2023-12-06","2023-12-09"
"SHP-615","TRN-10587","UPS","2022-02-24","2022-03-01"
"SHP-616","TRN-10588","UPS","2023-09-06","2023-09-09"
"SHP-617","TRN-10591","FedEx","2025-05-17","2025-05-21"
"SHP-618","TRN-10594","ChocoExpress","2023-08-07","2023-08-12"
"SHP-619","TRN-10598","UPS","2022-01-26","2022-01-31"
"SHP-620","TRN-10602","UPS","2023-02-20","2023-02-22"
"SHP-621","TRN-10603","SweetHaul Logistics","2022-07-06","2022-07-08"
"SHP-622","TRN-10605","FedEx","2025-04-19","2025-04-24"
"SHP-623","TRN-10611","UPS","2024-01-07","2024-01-09"
"SHP-624","TRN-10612","ChocoExpress","2022-04-18","2022-04-21"
"SHP-625","TRN-10613","UPS","2023-06-04","2023-06-07"
"SHP-626","TRN-10616","SweetHaul Logistics","2022-06-21","2022-06-26"
"SHP-627","TRN-10617","ChocoExpress","2025-03-11","2025-03-17"
"SHP-628","TRN-10622","UPS","2023-07-19","2023-07-22"
"SHP-629","TRN-10624","FedEx","2024-03-24","2024-03-26"
"SHP-630","TRN-10625","SweetHaul Logistics","2022-10-31","2022-11-03"
"SHP-631","TRN-10629","ChocoExpress","2023-12-21","2023-12-25"
"SHP-632","TRN-10630","FedEx","2022-01-07","2022-01-09"
"SHP-633","TRN-10636","ChocoExpress","2022-03-20","2022-03-25"
"SHP-634","TRN-10639","ChocoExpress","2022-04-02","2022-04-05"
"SHP-635","TRN-10642","ChocoExpress","2025-01-09","2025-01-15"
"SHP-636","TRN-10645","SweetHaul Logistics","2024-10-23","2024-10-29"
"SHP-637","TRN-10650","UPS","2022-07-15","2022-07-19"
"SHP-638","TRN-10651","ChocoExpress","2022-02-20","2022-02-24"
"SHP-639","TRN-10655","SweetHaul Logistics","2024-11-03","2024-11-08"
"SHP-640","TRN-10656","ChocoExpress","2025-09-24","2025-09-28"
"SHP-641","TRN-10657","UPS","2024-04-09","2024-04-12"
"SHP-642","TRN-10661","UPS","2022-05-24","2022-05-29"
"SHP-643","TRN-10662","ChocoExpress","2022-07-24","2022-07-29"
"SHP-644","TRN-10665","SweetHaul Logistics","2024-08-08","2024-08-13"
"SHP-645","TRN-10666","FedEx","2025-10-14","2025-10-17"
"SHP-646","TRN-10670","UPS","2023-07-25","2023-07-30"
"SHP-647","TRN-10674","ChocoExpress","2024-09-28","2024-10-02"
"SHP-648","TRN-10675","SweetHaul Logistics","2022-05-25","2022-05-29"
"SHP-649","TRN-10676","FedEx","2023-06-29","2023-07-03"
"SHP-650","TRN-10678","SweetHaul Logistics","2024-09-18","2024-09-20"
"SHP-651","TRN-10682","SweetHaul Logistics","2024-09-26","2024-09-30"
"SHP-652","TRN-10685","UPS","2025-09-26","2025-09-28"
"SHP-653","TRN-10686","UPS","2024-09-19","2024-09-22"
"SHP-654","TRN-10687","SweetHaul Logistics","2023-07-17","2023-07-22"
"SHP-655","TRN-10688","UPS","2023-12-09","2023-12-14"
"SHP-656","TRN-10690","SweetHaul Logistics","2025-02-07","2025-02-13"
"SHP-657","TRN-10694","FedEx","2022-07-14","2022-07-16"
"SHP-658","TRN-10695","SweetHaul Logistics","2024-03-23","2024-03-29"
"SHP-659","TRN-10697","SweetHaul Logistics","2024-09-22","2024-09-26"
"SHP-660","TRN-10699","FedEx","2023-08-08","2023-08-12"
"SHP-661","TRN-10702","ChocoExpress","2022-04-10","2022-04-13"
"SHP-662","TRN-10703","FedEx","2024-12-14","2024-12-19"
"SHP-663","TRN-10704","FedEx","2025-06-16","2025-06-19"
"SHP-664","TRN-10707","UPS","2022-02-01","2022-02-03"
"SHP-665","TRN-10711","UPS","2025-05-28","2025-05-30"
"SHP-666","TRN-10714","UPS","2024-04-05","2024-04-07"
"SHP-667","TRN-10715","FedEx","2022-10-24","2022-10-27"
"SHP-668","TRN-10717","UPS","2023-09-14","2023-09-19"
"SHP-669","TRN-10722","FedEx","2022-06-07","2022-06-12"
"SHP-670","TRN-10729","UPS","2022-10-27","2022-10-30"
"SHP-671","TRN-10730","UPS","2024-09-12","2024-09-18"
"SHP-672","TRN-10733","UPS","2025-02-16","2025-02-22"
"SHP-673","TRN-10734","UPS","2024-05-17","2024-05-23"
"SHP-674","TRN-10735","SweetHaul Logistics","2023-09-24","2023-09-29"
"SHP-675","TRN-10736","UPS","2025-02-13","2025-02-17"
"SHP-676","TRN-10743","ChocoExpress","2025-09-09","2025-09-12"
"SHP-677","TRN-10746","SweetHaul Logistics","2023-05-12","2023-05-14"
"SHP-678","TRN-10748","UPS","2022-02-01","2022-02-03"
"SHP-679","TRN-10755","UPS","2023-05-07","2023-05-10"
"SHP-680","TRN-10757","UPS","2023-05-24","2023-05-28"
"SHP-681","TRN-10758","SweetHaul Logistics","2024-11-16","2024-11-21"
"SHP-682","TRN-10759","FedEx","2023-11-11","2023-11-15"
"SHP-683","TRN-10761","SweetHaul Logistics","2022-05-25","2022-05-31"
"SHP-684","TRN-10762","FedEx","2023-08-24","2023-08-28"
"SHP-685","TRN-10763","FedEx","2022-03-10","2022-03-14"
"SHP-686","TRN-10766","ChocoExpress","2023-11-12","2023-11-16"
"SHP-687","TRN-10767","FedEx","2022-12-20","2022-12-24"
"SHP-688","TRN-10769","FedEx","2023-08-09","2023-08-11"
"SHP-689","TRN-10770","FedEx","2024-07-15","2024-07-21"
"SHP-690","TRN-10771","SweetHaul Logistics","2022-06-18","2022-06-21"
"SHP-691","TRN-10772","UPS","2023-03-03","2023-03-09"
"SHP-692","TRN-10774","SweetHaul Logistics","2025-04-24","2025-04-30"
"SHP-693","TRN-10775","FedEx","2022-12-25","2022-12-27"
"SHP-694","TRN-10780","ChocoExpress","2022-11-02","2022-11-05"
"SHP-695","TRN-10785","SweetHaul Logistics","2022-11-02","2022-11-04"
"SHP-696","TRN-10786","UPS","2023-12-13","2023-12-16"
"SHP-697","TRN-10788","FedEx","2023-11-03","2023-11-05"
"SHP-698","TRN-10789","UPS","2023-11-16","2023-11-19"
"SHP-699","TRN-10790","SweetHaul Logistics","2023-12-26","2023-12-28"
"SHP-700","TRN-10792","UPS","2022-06-21","2022-06-27"
"SHP-701","TRN-10793","FedEx","2024-05-26","2024-05-31"
"SHP-702","TRN-10796","UPS","2023-10-07","2023-10-10"
"SHP-703","TRN-10797","UPS","2024-01-14","2024-01-20"
"SHP-704","TRN-10803","UPS","2023-09-02","2023-09-07"
"SHP-705","TRN-10804","ChocoExpress","2023-02-27","2023-03-03"
"SHP-706","TRN-10807","SweetHaul Logistics","2024-12-07","2024-12-10"
"SHP-707","TRN-10808","FedEx","2023-09-03","2023-09-06"
"SHP-708","TRN-10812","UPS","2024-06-04","2024-06-08"
"SHP-709","TRN-10815","FedEx","2023-06-30","2023-07-04"
"SHP-710","TRN-10816","SweetHaul Logistics","2025-07-18","2025-07-24"
"SHP-711","TRN-10818","UPS","2025-07-14","2025-07-18"
"SHP-712","TRN-10820","UPS","2025-01-10","2025-01-16"
"SHP-713","TRN-10825","ChocoExpress","2024-12-11","2024-12-16"
"SHP-714","TRN-10827","SweetHaul Logistics","2023-08-27","2023-08-30"
"SHP-715","TRN-10828","UPS","2025-07-07","2025-07-11"
"SHP-716","TRN-10830","UPS","2024-07-01","2024-07-06"
"SHP-717","TRN-10833","UPS","2024-10-08","2024-10-10"
"SHP-718","TRN-10838","FedEx","2022-11-24","2022-11-30"
"SHP-719","TRN-10841","ChocoExpress","2025-06-29","2025-07-02"
"SHP-720","TRN-10843","FedEx","2025-10-01","2025-10-07"
"SHP-721","TRN-10848","SweetHaul Logistics","2023-08-29","2023-09-04"
"SHP-722","TRN-10849","SweetHaul Logistics","2024-02-18","2024-02-23"
"SHP-723","TRN-10852","SweetHaul Logistics","2022-12-22","2022-12-28"
"SHP-724","TRN-10854","ChocoExpress","2022-10-20","2022-10-24"
"SHP-725","TRN-10860","UPS","2025-08-04","2025-08-08"
"SHP-726","TRN-10863","ChocoExpress","2025-01-26","2025-01-28"
"SHP-727","TRN-10864","FedEx","2023-02-15","2023-02-19"
"SHP-728","TRN-10866","ChocoExpress","2025-09-06","2025-09-11"
"SHP-729","TRN-10867","ChocoExpress","2024-06-20","2024-06-23"
"SHP-730","TRN-10868","FedEx","2023-07-26","2023-07-30"
"SHP-731","TRN-10874","SweetHaul Logistics","2024-03-23","2024-03-29"
"SHP-732","TRN-10875","UPS","2025-07-03","2025-07-09"
"SHP-733","TRN-10877","UPS","2024-08-18","2024-08-21"
"SHP-734","TRN-10881","FedEx","2022-02-21","2022-02-23"
"SHP-735","TRN-10884","UPS","2023-02-17","2023-02-20"
"SHP-736","TRN-10886","FedEx","2022-01-09","2022-01-12"
"SHP-737","TRN-10888","SweetHaul Logistics","2022-06-30","2022-07-03"
"SHP-738","TRN-10889","FedEx","2022-03-07","2022-03-13"
"SHP-739","TRN-10894","UPS","2024-10-03","2024-10-09"
"SHP-740","TRN-10899","ChocoExpress","2025-04-19","2025-04-23"
"SHP-741","TRN-10911","UPS","2023-09-05","2023-09-09"
"SHP-742","TRN-10912","UPS","2024-09-03","2024-09-07"
"SHP-743","TRN-10914","SweetHaul Logistics","2024-11-25","2024-11-30"
"SHP-744","TRN-10915","UPS","2023-04-22","2023-04-26"
"SHP-745","TRN-10916","UPS","2024-08-21","2024-08-25"
"SHP-746","TRN-10921","UPS","2023-01-23","2023-01-29"
"SHP-747","TRN-10923","ChocoExpress","2024-10-04","2024-10-06"
"SHP-748","TRN-10924","SweetHaul Logistics","2024-03-10","2024-03-16"
"SHP-749","TRN-10930","FedEx","2022-10-13","2022-10-17"
"SHP-750","TRN-10931","UPS","2023-05-19","2023-05-25"
